loss,accuracy,lr,val_loss,val_accuracy
4.59447672839198,0.609375,0.01,8.593576507782037,0.6915422885572139
6.632384780332931,0.5625,0.01,19.352918582401546,0.30845771144278605
6.043285737526338,0.5,0.01,5.963675195412459,0.7164179104477612
6.0966668235857036,0.703125,0.01,3.640069963024183,0.8308457711442786
3.44961390117778,0.703125,0.005,1.4020187816095284,0.5621890547263682
2.3382716110660455,0.484375,0.005,0.9242564227926344,0.8009950248756219
1.4282658187580304,0.859375,0.005,1.5550196872265498,0.8756218905472637
1.8018827946304408,0.84375,0.005,1.4675847925007692,0.8855721393034826
1.6628802525693138,0.796875,0.005,0.834842741156134,0.8706467661691543
1.7502848781264682,0.8125,0.0025,0.5801998631083637,0.845771144278607
1.6037475894830502,0.765625,0.0025,0.5146571960474005,0.8009950248756219
1.5877716823548718,0.765625,0.0025,0.46894317172600447,0.8258706467661692
1.6138809281932966,0.765625,0.0025,0.3620778512205246,0.8606965174129353
1.3430921252890706,0.875,0.01,0.3994258884455454,0.8855721393034826
1.6310844231489101,0.796875,0.01,0.615972834933938,0.8905472636815921
1.6338261108294003,0.875,0.01,0.5721472922118396,0.9054726368159204
1.3480548139799797,0.890625,0.01,0.28544674070295945,0.9154228855721394
1.3806224466025145,0.859375,0.01,0.5674725409681873,0.8009950248756219
1.530667413788747,0.828125,0.005,0.3478202482646693,0.9104477611940298
1.3783835937033184,0.796875,0.005,0.34811141544490276,0.8706467661691543
1.4522143434598682,0.859375,0.005,0.4001980758257937,0.9054726368159204
1.4955293398783593,0.796875,0.005,0.337513276071911,0.9054726368159204
1.3911443071559142,0.859375,0.01,0.3191529523989424,0.8905472636815921
1.5160129452344187,0.8125,0.01,0.24879085663248052,0.9054726368159204
