loss,accuracy,lr,val_loss,val_accuracy
2.4233995835446382,0.625,0.01,19.955530459514346,0.31666666666666665
4.161401611108838,0.671875,0.01,6.417600947561775,0.5666666666666667
2.6566742583932754,0.6875,0.01,2.7916368834688994,0.8166666666666667
2.6836043531690104,0.78125,0.01,3.5958776826616177,0.7666666666666667
2.411562890767989,0.71875,0.005,13.034164451116864,0.31666666666666665
2.790750956515133,0.8125,0.005,8.77123097608786,0.31666666666666665
2.4219052044432523,0.71875,0.005,3.0266925456535345,0.5
2.10235956695807,0.75,0.005,1.9243229967562767,0.75
2.054454984782767,0.6875,0.01,2.192157546873065,0.7666666666666667
2.1291849138677774,0.65625,0.01,2.020227627144871,0.6666666666666666
1.74155615515539,0.796875,0.01,2.328282304425205,0.65
2.0141320294828997,0.6875,0.01,1.5734827864436491,0.85
1.5078119046046732,0.890625,0.01,1.948534846200602,0.7333333333333333
1.565782927455667,0.796875,0.01,1.5296572875335275,0.8666666666666667
1.6317657557820944,0.875,0.01,1.5463471275285747,0.8666666666666667
1.6663774581231778,0.859375,0.005,1.6192595358557917,0.8833333333333333
1.6537611801187317,0.8125,0.005,1.8346302683815012,0.8
1.8252266802680654,0.71875,0.005,1.6097824572723205,0.95
1.6780526624889056,0.8125,0.005,1.5569025835963486,0.8666666666666667
1.7856268691725905,0.796875,0.005,1.6197614537570355,0.8833333333333333
1.7162510518433125,0.828125,0.0025,1.6581548692702919,0.8833333333333333
1.6113408155757951,0.78125,0.0025,1.7130174924863248,0.85
1.508364503642321,0.890625,0.0025,1.6358934252615183,0.8666666666666667
