loss,accuracy,lr,val_loss,val_accuracy
1.0294986407414952,0.7330882352941176,0.01,0.6620342804968046,0.86
0.6592976442006612,0.8805147058823529,0.01,0.7075196604025146,0.8686666666666667
0.710745267993055,0.8841911764705882,0.01,0.7333846285407422,0.9
0.773156437646722,0.8845588235294117,0.01,0.8537133596562002,0.8773333333333333
0.9096025320815948,0.8786764705882353,0.005,0.8744662573811164,0.8973333333333333
0.8207303636452424,0.9125,0.005,0.8596194047596641,0.9053333333333333
0.7955251138573974,0.9238970588235295,0.005,0.8662421476005326,0.9086666666666666
0.8283677226513128,0.9308823529411765,0.005,0.8732187421085146,0.9086666666666666
0.838507106690568,0.9323529411764706,0.005,0.8523441489687755,0.9333333333333333
0.842121222510881,0.9272058823529412,0.0025,0.9355217472993101,0.9146666666666666
0.8965927551580376,0.9169117647058823,0.0025,0.8872523573225248,0.9266666666666666
0.8539871534236421,0.9386029411764706,0.0025,0.8853071113883689,0.9346666666666666
0.8802734882956005,0.9363970588235294,0.0025,0.8924316844927779,0.9293333333333333
0.8968973399218333,0.9323529411764706,0.0025,0.894990020544071,0.928
0.8956742127474988,0.9338235294117647,0.00125,0.9105929736420774,0.94
0.9309469998126124,0.9352941176470588,0.00125,0.9419611614542973,0.9246666666666666
0.9057536757134078,0.9415441176470588,0.00125,0.927940199925419,0.9313333333333333
0.8802368732902321,0.9400735294117647,0.00125,0.9151209857326066,0.9393333333333334
0.9141887801648447,0.9349264705882353,0.00125,0.9316485960762004,0.934
0.8942354828057998,0.9404411764705882,0.000625,0.9748343502794228,0.9253333333333333
