loss,accuracy,lr,val_loss,val_accuracy
4.901806613238012,0.59375,0.01,8.252068144869071,0.6915422885572139
8.01228204403628,0.6875,0.01,19.667914335991092,0.30845771144278605
3.7349812363524615,0.890625,0.01,3.668711293702405,0.835820895522388
5.464235760428661,0.8125,0.01,5.3090202273963225,0.7810945273631841
4.810170934122789,0.828125,0.005,21.094090953343592,0.16417910447761194
10.498679421364873,0.296875,0.005,5.410337730089064,0.7661691542288557
4.466195760295372,0.796875,0.005,4.630593371734567,0.8059701492537313
5.822554662420588,0.765625,0.005,3.642254007065907,0.8557213930348259
6.290866627997336,0.78125,0.005,3.286389300067043,0.8855721393034826
6.216443391193478,0.78125,0.0025,3.10508751698877,0.8756218905472637
6.47619700629629,0.765625,0.0025,3.2230518837237776,0.8507462686567164
5.329697758610154,0.84375,0.0025,3.4309283528145533,0.8606965174129353
6.447107452145778,0.796875,0.0025,3.336819793651532,0.845771144278607
3.915960744286103,0.90625,0.0025,3.4589729450891267,0.746268656716418
6.345327085496239,0.671875,0.00125,4.873174902410297,0.6119402985074627
4.937460085878154,0.6875,0.00125,4.019048102795475,0.6567164179104478
3.8966110331932495,0.75,0.00125,2.2855217185656174,0.7412935323383084
3.3157057213895165,0.796875,0.00125,1.1431085727387114,0.8507462686567164
3.426114038190633,0.796875,0.00125,0.9399439674050215,0.8855721393034826
2.4533678141739514,0.875,0.000625,0.7995627128993626,0.8905472636815921
2.3182538605073253,0.828125,0.000625,0.7007016213570875,0.8855721393034826
2.0112277533188525,0.90625,0.000625,0.6598292163913347,0.8756218905472637
2.5472305426546997,0.8125,0.000625,0.6160183110955831,0.8407960199004975
2.1719689497684307,0.78125,0.000625,0.6733366449690206,0.8109452736318408
2.051531178385586,0.78125,0.0003125,0.8194835062245475,0.736318407960199
6.327832038610761,0.21875,0.0003125,0.9382164194873999,0.7213930348258707
2.3204606992627173,0.71875,0.01,0.9400404189740711,0.7014925373134329
2.2943435117288082,0.65625,0.01,1.2930793097775584,0.8159203980099502
2.9235661589896527,0.828125,0.01,1.2858937787833857,0.8606965174129353
3.2455442472848377,0.8125,0.01,2.051975556823874,0.7910447761194029
2.122736020749266,0.875,0.005,1.6305685886951464,0.7313432835820896
1.98178699301155,0.84375,0.005,1.0062045921009508,0.8009950248756219
2.048948061896744,0.859375,0.005,0.8646615064481005,0.7810945273631841
2.4143378616741296,0.78125,0.005,1.6652252185501326,0.5323383084577115
1.849596994442662,0.796875,0.005,0.6606899427970591,0.8059701492537313
2.12236914795274,0.84375,0.0025,0.6614335458135041,0.8557213930348259
2.4810637613147195,0.75,0.0025,0.5713135229622915,0.7810945273631841
2.0541679322446784,0.734375,0.0025,0.5918492732201744,0.7910447761194029
2.003663296744847,0.734375,0.01,0.40069171183628133,0.8557213930348259
1.842124855645766,0.84375,0.01,0.704406714224173,0.8756218905472637
2.359132780771609,0.84375,0.01,0.580453075925975,0.8805970149253731
