loss,accuracy,val_loss,val_accuracy,lr
0.6384398937225342,0.6577639579772949,0.5247978568077087,0.8358209133148193,1e-04
0.42988282442092896,0.7763975262641907,0.46004897356033325,0.9004974961280823,1e-04
0.34137818217277527,0.8366459608078003,0.3788450360298157,0.8507462739944458,1e-04
0.3384103775024414,0.8490683436393738,0.36780738830566406,0.89552241563797,1e-04
0.2675415277481079,0.8826087117195129,0.3635665476322174,0.7960199117660522,1e-04
0.2701159417629242,0.8819875717163086,0.30427372455596924,0.9154228568077087,1e-04
0.23450781404972076,0.9024844765663147,0.21078629791736603,0.9452736377716064,1e-04
0.23388978838920593,0.8999999761581421,0.2222602367401123,0.9402984976768494,1e-04
0.2139158695936203,0.9074534177780151,0.19828179478645325,0.93034827709198,1e-04
0.22404882311820984,0.9124223589897156,0.20350323617458344,0.9402984976768494,1e-04
0.20902596414089203,0.9149068593978882,0.15337200462818146,0.9452736377716064,1e-04
0.20235778391361237,0.9192546606063843,0.4033580422401428,0.8407959938049316,1e-04
0.1880004107952118,0.9192546606063843,0.17362695932388306,0.9353233575820923,5e-05
0.1532609760761261,0.939130425453186,0.16680249571800232,0.9253731369972229,5e-05
0.16743740439414978,0.9341614842414856,0.1226600706577301,0.9502487778663635,5e-05
0.12832346558570862,0.9484472274780273,0.11081854999065399,0.96517413854599,5e-05
0.15068700909614563,0.9397515654563904,0.10657262057065964,0.9701492786407471,5e-05
0.14433591067790985,0.9416149258613586,0.09758932143449783,0.9751243591308594,5e-05
0.13406099379062653,0.9434782862663269,0.08803939819335938,0.9800994992256165,5e-05
0.1272052377462387,0.9527950286865234,0.0874994695186615,0.9800994992256165,5e-05
0.11055267602205276,0.9577639698982239,0.08560194075107574,0.9751243591308594,5e-05
0.11132978647947311,0.960869550704956,0.07562854886054993,0.9800994992256165,5e-05
0.11356469988822937,0.9527950286865234,0.11814690381288528,0.9452736377716064,5e-05
0.09275223314762115,0.9645962715148926,0.11819548904895782,0.9552238583564758,5e-05
0.08682771027088165,0.9677018523216248,0.07378587871789932,0.9701492786407471,2.5e-05
0.0968882143497467,0.9652174115180969,0.06417622417211533,0.9800994992256165,2.5e-05
0.11442115902900696,0.9503105878829956,0.1059654951095581,0.96517413854599,2.5e-05
0.09526514261960983,0.9670807719230652,0.07163622975349426,0.9850746393203735,2.5e-05
0.08790110051631927,0.9689440727233887,0.09957201778888702,0.9800994992256165,2.5e-05
0.09122979640960693,0.9664596319198608,0.07423749566078186,0.9701492786407471,2.5e-05
0.0965486392378807,0.9577639698982239,0.07607393711805344,0.9850746393203735,2.5e-05
0.08658933639526367,0.9689440727233887,0.08128109574317932,0.9701492786407471,2.5e-05
0.07849318534135818,0.969565212726593,0.08274732530117035,0.9751243591308594,2.5e-05
0.09001193195581436,0.9633540511131287,0.06296509504318237,0.9800994992256165,1.25e-05
0.09069105982780457,0.9677018523216248,0.07818740606307983,0.9800994992256165,1.25e-05
0.07883857935667038,0.9677018523216248,0.06860409677028656,0.9850746393203735,1.25e-05
0.0625242069363594,0.9788820147514343,0.06499575078487396,0.9850746393203735,1.25e-05
0.07612869888544083,0.9714285731315613,0.055706802755594254,0.9850746393203735,1.25e-05
